State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
MN,8,81160,6660,72520,1660,58390,247930,94300,23116338,81160,23599020,73910,15842482,66880,228269,55720,595075,53240,477091,27530,48272,18340,800365,52870,1262605,13530,564487,16060,633031,4030,1900,13747,11220,264434,27060,2374161,31840,482681,2520,599,5280,134267,11510,115921,1370,12428,0,0,0,0,5540,60203,79400,3622055,78380,1430333,940,2667,76000,476832,79380,1949872,63600,870382,75700,543148,81080,18533688,81090,4530829,61070,378172,35990,48685,24310,29072,9880,4186,0,0,0,0,60,50,3680,3413,19940,131280,79940,4271321,0,0,0,0,0,0,0,0,81040,4482144,81080,4631622,43260,674253,30480,216731
MN,9,13650,1300,12000,280,11770,42280,16640,9198485,13650,9378785,11960,5109715,12890,122237,11080,340594,10720,280945,2540,13236,3250,224073,11330,1022026,2520,166989,2370,106080,760,130,1075,1970,47743,7400,1722842,6910,180300,190,44,1310,47670,3130,36886,240,2216,0,0,0,0,1690,41997,13430,1256245,13120,604406,280,701,12870,133713,13420,758609,9790,186487,12840,217227,13640,7768724,13640,2248320,11380,151008,7940,34384,6660,24742,990,469,0,0,0,0,0,0,510,1014,4320,38513,13460,2059773,0,0,0,0,0,0,0,0,13640,2213936,13640,2256339,7630,338930,3720,70541
MN,10,6530,720,5630,130,6040,19420,7280,19705742,6530,20007530,5550,5828437,6430,581457,5810,1435185,5640,1277777,2430,67736,1660,205265,6000,5634648,1320,230957,1280,90080,360,30,253,1150,30051,4890,5358447,4140,301788,50,11,650,25904,2220,28153,110,1034,0,0,0,0,1500,193333,6470,2413945,6380,1275340,90,226,6280,123190,6470,1404901,3940,82987,6300,660026,6520,17227690,6530,4695332,2210,93197,4750,94923,4050,57770,280,148,0,0,0,0,0,0,190,718,2440,32073,6480,4545492,0,0,0,0,0,0,0,0,6520,4600409,6530,4639092,3120,559365,1380,115623
MS,0,1250140,490580,415100,321970,754660,2609370,1012240,56030537,1246340,56472506,1061190,40993194,278490,499125,134980,862144,121670,700439,165390,153623,216590,2138146,108880,1872908,80820,1151345,221230,4649736,39090,76030,318893,139530,1639663,53220,3312295,288370,822362,36630,9372,5960,102331,28090,169924,16050,72313,62780,61609,13530,33475,3930,69481,301480,8006547,220740,1067498,74240,113505,237540,453228,299990,1764236,209940,1485969,251260,1574132,863250,35321593,858650,6233576,15600,82870,377780,446082,28320,44762,60410,33835,78400,75487,74620,13723,221650,242946,13640,5206,166590,367912,1195190,8696636,405570,1096524,372020,991581,284320,362519,95790,88508,718810,5787564,822180,6211929,181730,843403,1020910,3131925
MS,1,16680,9460,5840,760,11750,25830,4450,-1409229,12880,-1775792,3870,120738,5530,25769,3390,20215,3090,14539,510,1105,6860,-101627,4430,53503,1110,14008,1960,24896,2140,220,1129,30,162,3010,-149847,3960,13837,90,23,20,381,940,4332,110,523,370,473,510,1758,50,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,941,50,941,40,215,0,0,0,0,10,10,10,6,10,16,0,0,2580,5628,8280,32652,1820,2594,1170,1665,850,1245,1870,1796,50,726,2930,6823,1690,3373,7170,20478
MS,2,202600,147130,15750,37270,110160,240240,77300,1167512,202600,1203242,159040,911855,19240,13906,9320,12241,8280,7655,1610,813,36760,160678,7680,-832,4980,19624,13950,66663,2070,10620,37883,410,2032,2070,392,37890,35729,480,112,220,828,1910,6974,310,838,2330,2239,2580,7341,100,124,5790,85147,1410,2135,3480,2821,3320,5311,5470,12657,2620,16346,3680,6794,22620,36823,21780,3814,20,117,1010,71,350,9,0,0,420,40,110,2,10,3,10,1,32010,24917,182850,252614,91660,144109,84660,125790,37500,26296,15430,14381,21160,3743,54820,29516,14280,5705,174140,230402
MS,3,387890,164440,53450,164320,232400,800460,369910,6539497,387890,6630341,328620,5329926,38350,37025,15530,36041,13560,24363,7740,3767,67080,445956,11450,12253,14340,91788,47340,482764,4950,34640,152697,16740,28016,3880,4779,72510,90844,3350,802,1080,4233,3420,13904,1670,4912,9930,9030,2790,7510,190,269,25610,367992,9090,8833,14620,13863,14040,17977,25140,51311,11690,65738,18660,56739,211160,1197240,209070,126101,50,218,80720,27566,1180,39,7390,2652,18790,9344,24240,4637,32980,10427,870,235,53720,73771,372060,1438786,218530,776757,207150,715478,167120,223241,31330,30392,146970,98601,198090,176067,24770,21818,354860,1287775
MS,4,301530,111500,89560,91990,177130,655110,264560,10701035,301530,10812968,267950,8978466,56970,53041,23110,53588,20300,37344,32080,18265,38650,199952,17310,27109,18370,162286,56860,937070,7590,16140,64380,46960,279962,6760,36284,60440,111926,11390,2784,590,3134,4850,23253,4250,14932,19790,19699,2420,5967,360,915,71740,1136195,45440,67994,24390,32340,47260,58425,71330,184701,42830,233526,56660,212883,289150,5120661,287930,617560,70,164,140690,128482,3590,254,21040,12843,26060,25729,42120,7754,88880,79901,3580,1231,25450,47312,295500,1252199,93500,173062,79000,148647,71350,102252,20740,18909,218930,489078,232100,543778,39470,55767,258120,759835
MS,5,144710,36940,84890,19660,90370,345490,116010,8883109,144710,8974855,127070,6949509,49290,55218,21680,66351,19390,47413,35950,25633,23800,182389,16410,44925,14440,170714,39350,923282,6670,7550,31193,31660,439320,6790,63913,40040,91746,7580,1995,340,2673,3950,20436,3340,14374,13610,12928,1760,3805,400,1441,61330,1132859,45940,110638,14410,24241,48690,69543,61180,228149,44130,268911,50390,232453,143930,5578438,143650,767713,390,568,65210,99764,4340,517,11910,6730,13680,16164,8150,1324,47660,72573,3260,1159,16820,38473,142590,960448,60,2,50,1,6740,8466,10320,8994,136780,667950,138820,713781,33420,73558,108300,312855
MS,6,84150,11350,66830,4970,53570,224370,73440,7265144,84150,7338936,74790,5561077,37920,45393,18350,57553,16500,42045,31170,25140,15840,165652,14070,55212,10670,169799,26350,762228,5290,3840,16823,19300,357698,6060,84080,27210,73791,6280,1688,370,3342,2910,17083,2460,11461,8530,9053,810,1669,390,1598,46890,1563824,38310,128529,8170,16336,41300,68899,46840,232451,37380,257730,40460,214438,83970,5030307,83830,725869,620,1353,40220,69924,4110,1110,8960,5178,9670,11511,0,0,30040,49720,2410,833,11670,31545,83120,834138,0,0,0,0,590,790,7080,6055,83140,655944,83430,704673,22250,66510,59580,199432
MS,7,89520,7720,78500,2530,59660,251860,83900,11746715,89520,11898529,80200,8611596,52100,86178,29480,142222,27090,110903,46560,45832,19710,391903,24040,181320,13040,309928,29580,1138428,7250,2740,12805,19520,412625,13020,401451,34260,151814,6770,1795,1270,19710,5290,36896,3020,17114,8220,8187,2670,5425,1000,6149,68220,2331499,59980,322688,7890,19325,62990,139084,68160,513911,55970,446171,61160,416771,89410,8873281,89330,1540241,2290,6181,40810,68831,8320,13628,9710,5635,9780,12689,0,0,22060,30301,2940,1190,15670,65422,88320,1610093,0,0,0,0,160,229,9020,7981,88910,1471412,89070,1549635,34060,185282,51380,219484
MS,8,18410,1610,16240,390,15260,52470,17830,5247992,18410,5383925,15840,2978220,14720,64173,10500,134890,9950,112180,8010,14532,6050,414860,9810,246329,3120,137724,4980,266089,2350,260,1900,3950,94529,8020,829202,8950,135933,640,162,1470,42459,3430,31792,680,6130,0,0,0,0,860,10764,17310,727803,16120,199255,1160,3958,15820,61519,17300,275396,12630,146142,15900,206121,18380,4311364,18370,1030691,9740,46000,6620,29852,4510,23679,1230,690,0,0,0,0,10,5,500,335,6400,51403,17930,981472,0,0,0,0,0,0,0,0,18240,1000839,18270,1057033,9400,182537,6350,63413
MS,9,3190,290,2800,70,2970,9500,3520,2143276,3190,2199058,2620,913791,2960,32954,2410,83837,2340,72287,1030,4878,1250,160484,2390,206193,520,39163,610,31410,500,10,28,630,15527,2350,616988,2070,55783,30,8,450,18891,970,10842,140,1357,0,0,0,0,330,9176,3140,273793,3030,89313,100,430,2840,19137,3140,112362,1990,36724,2960,81780,3180,1830734,3180,518833,2030,19447,1620,7615,1240,2441,120,78,0,0,0,0,0,0,60,136,1520,17450,3110,487491,0,0,0,0,0,0,0,0,3180,511218,3190,529780,1670,92913,750,18230
MS,10,1460,150,1260,30,1400,4060,1340,3745486,1460,3806445,1200,638018,1420,85469,1210,255205,1180,231710,720,13659,600,117900,1290,1046897,240,36312,260,16906,270,10,55,330,9792,1260,1425054,1040,60959,10,3,150,6679,420,4413,70,671,0,0,0,0,270,38855,1450,387435,1410,138115,40,192,1290,13332,1450,153298,710,14680,1390,146153,1460,3342746,1460,901814,340,7881,850,13761,680,3083,30,27,0,0,0,0,0,0,10,87,750,11992,1450,846743,0,0,0,0,0,0,0,0,1460,888053,1460,900843,720,155940,240,20020
MO,0,2728430,1237280,1081780,361360,1498490,5328980,1699590,148386175,2720550,150545061,2264580,104565112,911290,1678666,542880,5068302,499300,4372849,477260,459630,404930,4590392,433990,5856314,280440,4214821,574740,11314471,97050,213020,953907,360270,4168386,145310,8346109,681080,2158884,70150,17610,13810,271265,83630,492534,43000,189069,229290,227250,41240,87014,12970,159124,783690,18015470,679400,4169352,93700,107035,704930,1949347,781150,6636541,612530,4580471,625990,3212195,2038030,101561422,2019180,18668076,52710,348652,836910,998378,124690,74216,121430,60393,180730,185046,161180,27330,440070,552726,42550,23149,328580,784030,2560200,23062216,536500,1222335,472650,1096500,362420,465728,168470,147293,1810150,17669767,1963890,18577897,449580,2073494,2120720,5537445
MO,1,40960,24040,14240,1570,29100,62200,10170,-2903454,33090,-2868145,10270,244361,15790,73065,10500,47576,9590,34415,1240,6259,14630,-153408,14600,99144,3360,43115,5930,58930,7190,820,4328,70,524,6760,-574816,9650,35309,160,39,40,473,2780,13352,180,762,1330,1560,1530,5323,250,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1202,110,1185,110,127,0,0,0,0,10,14,20,18,40,45,0,8,5570,10412,18260,489634,4200,4290,2640,2947,1560,2377,3080,2864,90,1075,6580,13005,3820,5535,15540,45598
MO,2,458610,364940,40700,47190,219720,464810,112930,2377300,458610,2450411,343300,1813864,87370,51588,46210,55578,41370,34181,4570,2122,56100,213726,36420,-2317,21700,75335,51240,228322,7810,22300,74782,990,4326,5560,-9061,64880,73110,700,149,100,458,5800,19787,670,1974,7310,6214,6900,19710,400,404,17350,263158,4370,6164,10390,6065,12150,25229,16710,47183,8410,57335,9770,12605,55080,89034,51050,8801,30,45,3100,179,1720,53,10,2,850,98,210,6,30,4,10,1,48820,33632,383000,366985,146270,177792,131930,159390,50910,32060,21430,18134,49850,8623,101900,43966,32670,12391,362140,334731
MO,3,650170,367530,119320,150650,337340,1128780,387650,11123811,650170,11299856,525100,8405331,126320,126351,66060,139281,59310,87211,16960,7306,85160,670829,49550,43521,49680,312068,114080,1155236,14730,68600,328958,45970,76146,10930,23358,119400,176045,4330,972,330,1762,11300,42796,3970,11610,32350,28804,6120,14113,780,1194,52480,771172,22560,24075,26270,19021,39280,76327,51660,142598,28400,161717,34960,80204,429070,2753540,420930,290111,140,191,132210,44452,5910,214,9050,2944,36950,19915,47550,7372,39930,13387,1940,403,73300,103563,607210,1831304,239350,764720,216840,700842,179630,241511,38820,32076,339650,245661,399550,354800,58130,48510,566590,1522114
MO,4,656370,305040,220490,113080,352210,1291790,416410,23648791,656370,23957710,569730,18833894,180920,177841,96320,234446,87670,157283,79740,38547,82430,663351,73230,119228,62040,556017,138050,2200010,21550,57390,256326,119160,730213,19620,99916,158560,308918,17160,4083,770,5589,16300,72814,11040,39516,69700,70059,6260,12376,1390,2653,144070,2058157,112790,177131,28780,30005,120060,222292,143470,477975,104460,595472,99450,251894,633840,12354133,629070,1504923,100,341,263490,223928,18480,1102,29060,14657,49920,47518,89690,16127,149710,140382,9170,2876,63780,121000,640730,2708162,146500,275528,121110,233318,112770,166573,34130,28607,521480,1281008,550230,1419935,91450,127812,553030,1402129
MO,5,370630,108210,224510,31310,218770,859430,264440,22807794,370630,23078092,323450,17430434,156590,174473,88120,269447,80660,188417,104810,65324,59120,518644,67450,168115,49360,613235,102910,2283204,17790,32930,145989,81230,1128578,19910,164752,117350,270297,16350,4198,1040,9161,12040,61243,9810,41574,52090,50272,6110,11218,1570,3553,156070,2578772,140660,364353,14410,21350,140200,288792,155830,734907,125360,797064,119350,354083,369090,14724956,367880,2030680,430,723,165730,244296,20620,1708,26980,13532,35220,40903,23700,3807,111080,176797,10160,4347,45130,97919,365200,2514946,180,6,130,4,15670,20396,24160,21230,351430,1786388,356890,1904643,82560,171244,279390,762060
MO,6,229170,35870,181110,9930,136040,600340,190120,19791648,229170,20013057,203210,15027379,120830,145924,73140,253467,67570,183645,96190,69731,40000,428160,55600,197852,36200,616516,69650,1911554,11720,17110,77351,50630,918362,18000,200058,79920,221409,13860,3668,1300,13193,8530,49368,7120,32673,33900,37252,3440,5539,1530,4375,136560,2569778,129420,477698,6710,12779,128390,303521,136450,860129,116260,841036,112600,373926,228760,13889610,228200,2000904,790,1516,112630,190749,18580,2047,22740,12042,27650,33986,0,0,77570,134220,8020,4072,30940,78752,226800,2320361,0,0,0,0,1550,2277,19050,17485,226340,1810155,227120,1907887,55860,152300,166930,545585
MO,7,252350,24830,219930,6190,151500,714250,242060,33327560,252350,33758336,227940,24992802,163500,260918,112570,572505,105120,440748,142580,133714,48740,928275,89440,572775,44100,1149550,76300,2668423,12100,12620,59163,49130,995901,34830,895558,100020,430776,15860,4076,4160,62170,14220,103147,8540,45723,32610,33090,10900,18733,3130,13813,208960,4894817,203750,1268496,4850,11476,199890,620987,208850,2030972,178410,1464850,185760,789166,252130,25212770,251840,4364365,6010,14300,126250,173168,34350,7949,27980,14423,30130,42612,0,0,61670,87840,10630,6460,39950,155281,249840,4629765,0,0,0,0,320,535,27810,26898,251270,4191245,251550,4383708,88700,431657,153400,616878
MO,8,55340,5290,48630,1120,40680,163060,59140,15782271,55340,16113867,49010,10110142,45830,176175,37370,532790,35750,441157,25390,45807,14380,804522,34910,845824,10920,512640,13730,636110,3140,1170,6407,10280,241694,19900,1734000,22690,331596,1610,395,4090,107749,8410,81351,1310,11745,0,0,0,0,2280,23737,53570,2244158,51700,759785,1830,5025,51000,266198,53560,1079111,41570,491775,50010,431860,55280,12898605,55290,3111262,36800,198014,23780,30362,16920,14744,4900,2407,0,0,0,0,40,51,2160,2711,15220,105579,54530,3000592,0,0,0,0,0,0,0,0,55240,3080901,55270,3201894,28820,447685,20200,155121
MO,9,9860,990,8590,200,8570,29740,11300,6673059,9860,6812706,8460,3440584,9290,106614,8100,312052,7840,267450,3230,17836,2890,274978,8210,669489,2020,141418,1890,97418,660,70,454,1820,46013,6030,1479972,5360,139647,110,26,1240,44592,2550,29052,250,2362,0,0,0,0,860,21125,9710,831017,9340,336392,350,945,9270,77925,9700,431289,6780,113790,9300,184949,9840,5721072,9850,1630569,7030,76771,6000,20098,4970,11234,530,285,0,0,0,0,0,0,330,1172,3730,37420,9710,1533892,0,0,0,0,0,0,0,0,9840,1610471,9850,1650793,5300,236906,2440,51259
MO,10,4950,550,4250,100,4560,14580,5380,15757395,4950,15929171,4120,4266320,4850,385716,4480,2651160,4410,2538342,2550,72982,1480,241314,4590,3142684,1070,194927,980,75265,380,30,149,990,26629,3780,4332372,3250,171776,20,4,750,26119,1720,19623,120,1131,0,0,0,0,800,87372,4920,1804443,4800,755258,120,369,4700,68075,4920,832378,2880,57432,4790,733507,4940,13917704,4950,3725260,1290,55567,3600,71019,3150,35164,170,102,0,0,0,0,0,0,130,1099,2150,40472,4920,3666574,0,0,0,0,0,0,0,0,4950,3654241,4950,3697267,2270,439453,1050,101972
MT,0,485250,232990,198950,45280,277030,906460,254660,25241058,484220,25752720,392650,16107063,183890,355398,103950,710547,91750,542208,93750,103502,80910,850734,93860,1910762,48760,683298,96830,1986709,19660,40590,187393,66900,771883,45280,2114703,141550,511661,10940,2713,2680,47265,23000,130064,13040,58613,47750,42377,6530,14620,6030,53501,144960,3283607,132920,751851,1720,2570,128500,327956,143160,1128404,106450,873540,112040,574011,362630,17411099,358040,3104006,9050,74469,141570,190379,24710,23633,17440,8073,27930,27507,25790,4838,70890,93835,9660,4645,65350,159786,445050,3554915,85000,169861,72000,150503,51720,66059,25860,22444,324750,2913635,352240,3093917,96010,484326,349250,815128
MT,1,10380,5650,4120,340,8240,16610,2640,-822387,9340,-811577,3060,58531,5100,12211,2870,19967,2570,14685,420,874,4040,-24612,4540,45791,870,13380,1490,17110,2090,200,1061,10,61,2530,-141892,3010,10810,40,9,20,276,1020,4562,60,231,450,408,350,1156,80,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,504,20,503,20,11,0,0,0,0,0,0,0,3,10,5,0,0,1840,3014,4770,13712,1480,1558,920,1054,510,742,380,352,20,494,2060,3888,1190,2022,3760,9686
MT,2,84910,69020,8150,6810,39790,83450,16620,436715,84910,452984,63270,339031,18790,11935,11520,22629,8340,7522,1280,729,9500,31781,8670,644,3840,14179,7760,35746,1390,3550,10617,180,798,2270,293,12050,16269,110,21,20,76,1430,4493,250,710,2100,1443,1590,4725,130,113,4270,68477,1820,2226,110,118,3090,6373,3800,9265,1970,13790,2570,2875,10300,16864,9720,1685,150,45,590,28,350,10,0,0,130,16,30,1,10,0,10,0,8070,5518,67840,58789,26270,26776,23290,24251,7330,4354,3760,3032,9510,1657,18350,7586,6350,2498,63580,53064
MT,3,114890,72980,22230,17410,56970,179700,47830,1969753,114890,2009964,92040,1479095,27330,28266,14310,39122,12230,18766,5100,2856,14820,105912,12340,14723,8540,52603,18870,196476,2580,12150,51560,7680,12395,3920,10279,24390,40211,680,149,80,454,2860,10863,1240,3515,8640,6589,1080,2611,370,696,11890,175273,7790,7192,230,156,9200,18172,11260,27552,6210,41915,7940,15278,81830,543890,79930,57266,170,184,22450,7509,1560,70,1240,388,6760,3654,8210,1356,5410,1875,560,104,12730,18046,104580,270629,34630,99029,29610,90620,22930,30188,6200,4989,67300,49757,76270,68808,13290,11099,94910,211478
MT,4,113010,54180,41910,14080,62170,216860,62240,4075321,113010,4155882,95270,3062817,38240,42254,19270,52554,17160,32317,18610,13278,17960,158982,16930,44678,11090,92659,23500,397495,4020,12690,62679,21950,131357,7170,48978,34600,80562,2510,581,250,1527,4570,21037,3530,13100,14510,12994,990,1888,840,1596,29000,424883,26250,41316,390,487,24610,47639,28620,95463,20330,134277,19700,42863,108890,2116203,107530,254840,50,196,42710,34497,4330,322,4230,1946,7150,6429,13640,2798,23170,22031,2220,559,14380,29710,109030,435395,22580,42497,18150,34577,17460,25954,4850,4042,90890,220344,96950,252992,20250,29901,89510,207858
MT,5,66270,19000,42060,4160,41870,153400,45130,4083396,66270,4163075,56440,2927741,32050,47217,17060,63292,15350,44238,21780,19104,13060,123022,15280,72909,8820,98281,17670,413860,3320,6710,33097,15440,214406,7040,80349,25410,79678,2580,626,310,2812,3600,18920,3070,14094,10300,9269,750,1287,1040,2824,30100,510964,28910,79267,320,389,26920,56947,29940,144370,23040,168769,22690,60075,65950,2612401,65490,353148,80,145,29540,41873,4640,538,4250,1999,5180,5907,3910,680,19020,31086,2430,832,10040,23850,64770,420476,30,1,30,1,2990,4059,3570,3197,62360,311276,63570,338739,18380,41979,45350,117317
MT,6,42040,6370,33910,1410,27880,109300,33380,3632218,42040,3691428,36390,2582010,23740,35758,13300,54503,12130,38179,18930,19072,8620,97539,11720,74841,6310,101589,12240,352554,2320,3160,16446,9840,174676,5900,97281,16820,59209,2240,583,310,3914,2550,15068,2270,10493,6420,6533,400,610,940,3015,25460,493505,24840,99786,240,372,23430,54731,25390,163398,20600,166924,20350,60336,41960,2534310,41730,358631,200,361,20400,33655,3880,597,3620,1767,4410,5372,0,0,13410,24078,1940,767,6700,18984,41300,399195,0,0,0,0,400,595,3090,2922,41260,324976,41500,347350,12620,39575,27480,85485
MT,7,42070,4420,36560,860,29880,115270,36660,5491509,42070,5595367,36680,3646487,28380,63273,17900,116342,16610,88241,23210,28341,9520,174208,16350,222632,7050,181397,12480,434574,2780,1920,10567,9030,178316,9850,329758,19150,103858,2530,681,840,13008,4190,29061,2160,12145,5350,5141,1380,2343,1580,8435,33210,789949,32530,215207,320,730,31050,88763,33140,318054,26790,244974,28670,114657,42020,4163165,41940,704889,1040,2856,20660,29620,6150,2731,3510,1668,4310,6129,0,0,9860,14752,2080,1355,7980,32385,41330,714048,0,0,0,0,100,166,4000,3910,41760,675274,41860,713635,17570,106372,21600,88847
MT,8,9230,1070,7920,190,7930,25220,8080,2637417,9230,2703755,7550,1243040,7890,42462,5790,97391,5510,79416,3660,8568,2680,144588,5940,283453,1780,86699,2310,102155,860,180,1213,2160,46240,4760,473320,4640,66338,240,57,650,18187,2030,18133,370,3340,0,0,0,0,690,7519,8630,355734,8450,130334,90,251,8030,36091,8620,171599,6140,78642,7840,72740,9220,2179598,9220,509500,5780,31991,3800,8167,2670,4288,530,266,0,0,0,0,0,8,360,560,2730,19226,9010,462306,0,0,0,0,0,0,0,0,9200,501333,9210,522731,5030,107110,2620,24084
MT,9,1680,210,1420,30,1550,4610,1530,1128133,1680,1149718,1320,385885,1600,20916,1270,62175,1220,54053,460,2348,470,37214,1390,227305,320,20811,340,15754,190,20,104,410,9072,1190,303513,990,21585,20,4,140,5036,500,5176,70,636,0,0,0,0,200,4964,1610,129530,1580,56403,20,42,1460,10441,1610,69229,980,17428,1530,34041,1680,978859,1680,263114,1270,14891,880,3389,700,1907,60,31,0,0,0,0,0,0,40,176,570,4952,1650,232210,0,0,0,0,0,0,0,0,1670,259725,1670,265025,940,55232,320,7956
MT,10,790,100,670,10,760,2040,570,2608984,790,2642123,620,382427,780,51106,670,182573,640,164791,320,8333,270,2098,710,923785,150,21700,160,20986,110,10,49,190,4564,670,912823,500,33140,10,2,50,1975,270,2752,30,350,0,0,0,0,160,23769,780,335292,760,120120,10,26,710,8799,780,129473,400,6821,750,171146,790,2265810,790,600430,300,23295,530,31631,430,13170,10,8,0,0,0,0,0,0,30,290,310,4100,780,548156,0,0,0,0,0,0,0,0,790,568799,790,573163,400,88538,120,9353
NE,0,871940,401700,362500,95770,503310,1732930,570120,51884307,870620,52876733,748900,35219834,315010,568546,189000,1426723,172150,1207301,146420,132243,129110,1278578,162300,3355424,90910,1206233,150120,2729447,45680,42860,178546,110090,1379998,64710,3865545,258180,992425,24690,6285,5620,106912,38420,247523,21820,100385,90800,84921,16350,31297,11110,120321,258160,6537993,225280,1487158,30410,38543,229440,874904,257210,2530397,193300,1287817,215060,1214344,683180,36163076,676350,6577904,20390,134078,299080,370824,47190,19248,54500,27243,66830,66337,55980,10000,155460,213003,16810,8909,118580,322528,818860,7285256,139270,303218,120980,272359,103030,140994,54610,46586,608400,6207141,652060,6566785,161680,1148898,663140,1656598
NE,1,11790,6640,4510,380,9380,18860,3400,-858367,10470,-844381,3790,88635,5560,14670,3370,14999,3020,11484,330,802,3920,-38457,4910,57640,1150,10587,1530,13573,3290,180,865,10,39,2340,-157166,3630,13986,60,13,10,54,1280,6461,70,276,490,450,470,1563,130,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,291,30,276,40,20,0,0,0,0,10,7,0,0,10,11,0,0,2260,4365,5660,18025,1570,2034,980,1347,570,913,570,504,30,271,2490,5012,1430,2691,4640,13219
NE,2,135390,113710,9450,10910,65990,114190,26850,706484,135390,731846,109670,581121,26030,14869,14780,15600,13110,8862,1410,556,14780,47570,12330,1734,6900,24290,10800,43187,2660,5290,16199,220,975,1880,-1753,19060,25362,160,33,30,114,2230,8363,290,732,2430,1841,2640,7342,140,136,4850,81596,1170,2603,3150,2029,2690,7208,4640,13227,1740,9341,3000,3781,21700,35075,20210,3462,10,12,1080,50,620,14,0,0,260,30,80,3,10,1,0,0,13490,8622,116840,95242,36130,40867,32680,37194,11950,7395,5270,4201,19810,3412,33750,12432,10520,4246,110560,86557
NE,3,187010,117870,29090,37040,99240,300470,96930,3224722,187010,3286578,155350,2552374,40100,38565,21620,39704,19150,22972,5100,2290,22010,162293,17290,18726,16040,97385,26920,232658,4970,13910,62111,12210,19335,3920,6234,36740,61856,980,215,110,486,4530,19886,1690,4977,11830,9425,2130,4424,400,621,15370,243728,6050,8179,8590,6419,10490,27238,15110,47075,6780,34495,10750,22488,132360,897003,129870,94953,60,75,43050,14795,2310,76,3990,1273,13410,7171,15850,2474,10260,3623,590,117,20190,28126,173230,485074,57710,179710,51570,166135,45190,61630,11290,8547,105520,80159,119840,109847,18250,16755,160450,390520
NE,4,213860,107720,66800,34620,119630,421910,141840,7732174,213860,7865251,190230,6381689,60060,55585,32310,66870,29040,42302,25550,13693,26570,203338,26550,57364,19880,164332,34420,462951,8880,11730,49216,33870,212324,8170,47011,58940,133077,4500,1061,320,2226,7160,36992,5550,20798,26810,24943,2300,4085,1130,2332,43780,632826,34040,58980,9060,10445,36290,95547,43440,179161,29990,152476,30840,70334,206080,4099865,204200,502175,30,163,88580,73875,6890,357,11890,6044,16460,14300,30880,5929,48840,46081,3300,810,23070,45219,207490,880103,43780,80603,35700,67682,37610,60264,10100,7990,169000,428299,178860,478940,29640,47589,179520,443504
NE,5,125190,35100,79890,8520,77380,306010,100990,7722567,125190,7853818,111230,6029356,54620,55672,30850,76688,27880,50110,33120,21693,21720,178156,25740,82377,15860,178430,27510,523691,8080,6220,26091,24960,354072,9340,91816,47160,131251,5130,1268,530,4702,5790,33288,5170,23846,20480,19137,2270,3545,1470,3572,49420,813899,44610,122396,4560,7377,44380,132828,49360,279893,38260,219942,39080,103534,124580,4939860,124030,672809,130,204,60960,92789,7950,608,12410,6526,13060,14211,9170,1594,40660,67620,4180,1344,19110,44279,122190,810149,90,3,50,2,6790,9431,8600,7403,117110,580020,119590,630720,29590,73807,91980,245431
NE,6,82470,10630,68960,2370,51740,229000,77590,7136921,82470,7254825,74400,5471828,44740,51761,26990,75689,24630,53444,30680,21991,15580,151404,22160,109009,11960,172927,20140,469646,6500,3190,13428,16480,308864,8780,124158,35780,117904,5630,1498,630,6480,4460,29212,4080,19349,15270,15996,1620,2387,1630,4758,47170,884904,44860,171650,2180,4738,44230,150419,47140,348397,39280,253513,40620,123315,82320,4971254,82010,699508,230,328,44440,80182,7420,609,11410,6124,11690,13692,0,0,30740,57190,3430,1472,14090,41210,80630,776529,0,0,0,0,730,1057,7810,7184,81210,619357,81650,666817,21610,80089,58090,182004
NE,7,90530,7520,81080,1560,58450,267220,95660,11915915,90530,12139486,82060,8604817,61040,92219,41090,178733,38120,138249,42430,35761,18000,272610,35360,322294,14260,303261,23440,746002,7820,2150,9628,16800,355327,17280,520843,43310,223571,7350,1976,1970,33105,7260,55542,4190,22798,13490,13129,4920,7950,3190,15020,73730,2129246,71940,474826,1690,4145,69820,297293,73700,819203,61270,443542,68000,287141,90460,8976481,90310,1521874,2180,4782,49190,70849,13350,2521,12760,6335,11950,16925,0,0,24920,38462,4310,2705,17780,79945,88330,1518678,0,0,0,0,190,302,10970,10757,90050,1451053,90210,1542530,35460,244542,50950,196656
